Date,Buy/Sell/Hold,Name,Bank Name
08.09.17,Buy,AstraZeneca Outperform,BMO Capital Markets
05.04.17,Hold,AstraZeneca Neutral,UBS AG
12.07.16,Hold,AstraZeneca Hold,Argus Research Company
